"Woonplaatsen in Nederland 2018"
""
"";"Onderwerp"
"";"Gemeente|Naam ";"Gemeente|Code ";"Provincie|Naam";"Provincie|Code";"Landsdeel|Naam";"Landsdeel|Code"
"Homoet";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Honselersdijk";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoofddorp";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoofdplaat";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hoog Soeren";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoogblokland";"Giessenlanden";"GM0689";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hooge Mierde";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hooge Zwaluwe";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogeloon";"Bladel";"GM1728";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogenweg";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hoogerheide";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogersmilde";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogersmilde";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogeveen";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogezand";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hooghalen";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogkarspel";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoog-Keppel";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoogland";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hooglanderveen";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hoogmade";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogvliet Rotterdam";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogwoud";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoorn";"Hoorn";"GM0405";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoorn";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Hoorn";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Den Hoorn";"Midden-Delfland";"GM1842";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoornaar";"Giessenlanden";"GM0689";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoornsterzwaag";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Horn";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Horn";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hornhuizen";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Horssen";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Horst";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Hout";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Houten";"Houten";"GM0321";"Utrecht";"PV26";"West-Nederland";"LD03"
"Houtigehage";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Houwerzijl";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Huijbergen";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huis ter Heide";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Huis ter Heide";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Huisduinen";"DenHelder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huisseling";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huissen";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Huizen";"Huizen";"GM0406";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huizinge";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hulsberg";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hulsel";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hulshorst";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hulst";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hulten";"GilzeenRijen";"GM0784";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hummelo";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Húns";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hunsel";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hurdegaryp";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hurwenen";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Idaerd";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idsegahuizum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idskenhuizen";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ter Idzard";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idzega";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Iens";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJhorst";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJlst";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJmuiden";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"IJsselham";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselmuiden";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselstein";"IJsselstein";"GM0353";"Utrecht";"PV26";"West-Nederland";"LD03"
"IJzendijke";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"IJzendoorn";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Ilp";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ilpendam";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Indijk";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingber";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ingelum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingen";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Itens";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ittervoort";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jaarsveld";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Jabeek";"Onderbanken";"GM0881";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jannum";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jellum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jelsum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jirnsum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jislum";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jisp";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jistrum";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkerslân";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkersvaart";"Marum";"GM0025";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Joppe";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Jorwert";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Joure";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jouswier";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jubbega";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Julianadorp";"DenHelder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jutrijp";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaag";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kaard";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaatsheuvel";"LoonopZand";"GM0809";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kalenberg";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kallenkote";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamerik";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Kampen";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamperland";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kamperveen";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kantens";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kapel Avezaath";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapel-Avezaath";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapelle";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kapellebrug";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Katlijk";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kats";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kattendijke";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Katwijk";"Katwijk";"GM0537";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Katwijk NB";"Cuijk";"GM1684";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Katwoude";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kedichem";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Keent";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Keijenborg";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kekerdom";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kelpen-Oler";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kerk Avezaath";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerk-Avezaath";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerkdriel";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kerkenveld";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Kerkrade";"Kerkrade";"GM0928";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kerkwerve";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kerkwijk";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kessel";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kesteren";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Kiel";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Kiel-Windeweer";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kilder";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kimswerd";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kinderdijk";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kinnum";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Klaaswaal";"Cromstrijen";"GM0611";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Klarenbeek";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klarenbeek";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klazienaveen";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klazienaveen-Noord";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klein Zundert";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Klijndijk";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Klimmen";"Voerendaal";"GM0986";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kloetinge";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kloetinge";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"De Klomp";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Klooster Lidlum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kloosterburen";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kloosterhaar";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kloosterhaar";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kloosterzande";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Klundert";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Knegsel";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"De Knipe";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Koarnjum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kockengen";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Koedijk";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koedijk";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koekange";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Koewacht";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kolderwolde";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kolham";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kolhorn";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kollum";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kollumerpomp";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kollumerzwaag";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kommerzijl";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Koningsbosch";"Echt-Susteren";"GM1711";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Koningslust";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"De Koog";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Koog aan de Zaan";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kootstertille";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kootwijk";"Barneveld";"GM0203";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kootwijkerbroek";"Barneveld";"GM0203";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kornhorn";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kornwerderzand";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kortehemmen";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kortenhoef";"Wijdemeren";"GM1696";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kortgene";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Koudekerk aan den Rijn";"AlphenaandenRijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Koudekerke";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Koudum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Koufurderrige";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Krabbendijke";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kraggenburg";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Kreileroord";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Krewerd";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Krim";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Krimpen aan de Lek";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Krimpen aan den IJssel";"KrimpenaandenIJssel";"GM0542";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kring van Dorth";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Krommenie";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kronenberg";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Kropswolde";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kruiningen";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kruisland";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kûbaard";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kudelstaart";"Aalsmeer";"GM0358";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kuinre";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kuitaart";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kwadendamme";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kwadijk";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"De Kwakel";"Uithoorn";"GM0451";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Kwintsheul";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Laag Zuthem";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Laag-Keppel";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Laag-Soeren";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lage Mierde";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lage Vuursche";"Baarn";"GM0308";"Utrecht";"PV26";"West-Nederland";"LD03"
"Lage Zwaluwe";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lageland";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lageland GN";"Groningen";"GM0014";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lambertschaag";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lamswaarde";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Landerum";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Landgraaf";"Landgraaf";"GM0882";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Landhorst";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Landsmeer";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Langbroek";"WijkbijDuurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Langedijke";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langelille";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langelo";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Langenboom";"MillenSintHubert";"GM0815";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Langerak";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Langeveen";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Langeweg";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Langezwaag";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Langweer";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Laren";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Laren";"Laren";"GM0417";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lathum";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lattrop-Breklenkamp";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lauwersoog";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lauwerzijl";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ledeacker";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Leek";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leende";"Heeze-Leende";"GM1658";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Leens";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leerbroek";"Zederik";"GM0707";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leerdam";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leermens";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Leersum";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Leeuwarden";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Legemeer";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Leiden";"Leiden";"GM0546";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leiderdorp";"Leiderdorp";"GM0547";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leidschendam";"Leidschendam-Voorburg";"GM1916";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leimuiden";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Leimuiderbrug";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Lekkerkerk";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Lekkum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lellens";"TenBoer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lelystad";"Lelystad";"GM0995";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Lemele";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lemelerveld";"Dalfsen";"GM0148";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Lemiers";"Vaals";"GM0981";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Lemmer";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lengel";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Lent";"Nijmegen";"GM0268";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Leons";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lepelstraat";"BergenopZoom";"GM0748";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Lettelbert";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Lettele";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Leunen";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Leur";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Leusden";"Leusden";"GM0327";"Utrecht";"PV26";"West-Nederland";"LD03"
"Leuth";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Leutingewolde";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Leuvenheim";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Leveroy";"Nederweert";"GM0946";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Lewedorp";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Lexmond";"Zederik";"GM0707";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Lichtaard";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Lichtenvoorde";"OostGelre";"GM1586";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Liempde";"Boxtel";"GM0757";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
